Date,daily_trips,daily_miles,annual_members_cumulative,1-day_pass_sales,3_day_passes_purchased,7-day_pass_sales
5/27/2013,9767,21533,17216,0,null,0
5/28/2013,5215,8780,19816,0,null,0
5/29/2013,10981,21898,21986,0,null,0
5/30/2013,9850,20321,23985,0,null,0
5/31/2013,9253,20243,25615,0,null,0
6/1/2013,9852,26347,26756,0,null,0
6/2/2013,17590,52144,28253,4723,null,289
6/3/2013,8599,18907,29616,1160,null,221
6/4/2013,17589,48666,31095,2922,null,394
6/5/2013,17433,44918,32620,2821,null,279
6/6/2013,13732,30986,33954,1872,null,210
6/7/2013,1393,2066,34449,66,null,11
6/8/2013,19899,54664,35233,5013,null,230
6/9/2013,23236,71604,36295,5772,null,275
6/10/2013,4504,10138,37086,290,null,82
6/11/2013,14638,34630,37894,1836,null,273
6/12/2013,18960,45714,38805,2767,null,316
6/13/2013,8782,15075,39442,701,null,119
6/14/2013,16423,33980,40078,2268,null,211
6/15/2013,27276,72792,40702,6107,null,319
6/16/2013,23610,59573,41541,4413,null,314
6/17/2013,21278,43897,42564,2378,null,530
6/18/2013,14826,27670,43394,1236,null,277
6/19/2013,26267,54405,44223,2678,null,607
6/20/2013,28994,59935,45024,2814,null,421
6/21/2013,30660,64873,45815,3465,null,408
6/22/2013,31885,80432,46448,5902,null,383
6/23/2013,30653,76450,47203,4959,null,279
6/24/2013,26636,50664,48135,1844,null,386
6/25/2013,30426,56075,48915,1937,null,343
6/26/2013,32322,59663,49665,2000,null,301
6/27/2013,28094,55261,50355,1680,null,223
6/28/2013,30595,58036,51029,2268,null,291
6/29/2013,32947,77227,51505,4895,null,296
6/30/2013,27285,61052,52125,3592,null,178
7/1/2013,20151,36168,52722,846,null,167
7/2/2013,26682,48733,53310,1435,null,219
7/3/2013,25509,46017,53748,1419,null,189
7/4/2013,26004,63673,54073,4219,null,257
7/5/2013,25541,53419,54507,2803,null,215
7/6/2013,23697,53762,54843,3178,null,172
7/7/2013,23688,50634,55284,2703,null,186
7/8/2013,26063,49831,55971,1453,null,321
7/9/2013,30929,55499,56610,1379,null,287
7/10/2013,30705,55949,57194,1435,null,223
7/11/2013,29689,56393,57725,1478,null,196
7/12/2013,22817,39970,58133,1096,null,118
7/13/2013,30132,64834,58495,3285,null,213
7/14/2013,33545,75019,58954,3681,null,224
7/15/2013,32565,57755,59593,1382,null,273
7/16/2013,34757,61857,60129,1288,null,251
7/17/2013,35172,60697,60619,1303,null,201
7/18/2013,33222,56228,61008,1094,null,143
7/19/2013,30667,52784,61366,1389,null,164
7/20/2013,29145,58799,61652,2811,null,169
7/21/2013,34694,76310,62074,3502,null,191
7/22/2013,29787,50145,62577,1005,null,184
7/23/2013,37296,65911,63026,1390,null,220
7/24/2013,40699,74469,63466,1708,null,211
7/25/2013,36207,62188,63822,1163,null,144
7/26/2013,39499,72710,64182,2073,null,176
7/27/2013,37131,82270,64495,4259,null,197
7/28/2013,26780,53561,64884,2391,null,137
7/29/2013,40018,73426,65381,1712,null,275
7/30/2013,42982,77917,65855,1701,null,237
7/31/2013,42745,76981,66310,1692,null,186
8/1/2013,23025,34795,66644,415,null,73
8/2/2013,40654,75390,67027,2302,null,230
8/3/2013,34173,73300,67293,3417,null,180
8/4/2013,40103,93191,67685,4547,null,261
8/5/2013,41759,78764,68242,1924,null,276
8/6/2013,42974,79262,68744,1778,null,222
8/7/2013,39120,66709,69137,1261,null,183
8/8/2013,32063,51665,69436,946,null,137
8/9/2013,32926,54952,69722,1269,null,134
8/10/2013,43368,103744,69996,5567,null,223
8/11/2013,37161,83004,70368,3826,null,234
8/12/2013,35646,62896,70799,1314,null,257
8/13/2013,25569,44374,71121,787,null,111
8/14/2013,43437,78481,71481,1727,null,219
8/15/2013,42922,76299,71862,1733,null,179
8/16/2013,41251,77044,72207,2085,null,170
8/17/2013,44284,104290,72471,5729,null,217
8/18/2013,31512,62738,72846,2524,null,160
8/19/2013,37922,65704,73299,1395,null,236
8/20/2013,41155,72697,73703,1491,null,233
8/21/2013,41718,73197,74080,1365,null,176
8/22/2013,30747,51256,74400,787,null,128
8/23/2013,38716,72175,74713,1965,null,157
8/24/2013,38049,81052,75012,3933,null,194
8/25/2013,36641,80733,75372,3626,null,199
8/26/2013,34812,61473,75756,1098,null,190
8/27/2013,39258,67085,76123,1222,null,188
8/28/2013,32262,53456,76402,765,null,102
8/29/2013,38626,65917,76669,1363,null,141
8/30/2013,36870,67249,76922,1872,null,165
8/31/2013,28547,60049,77133,3064,null,174
9/1/2013,28330,61096,77331,3273,null,148
9/2/2013,24094,46060,77609,1829,null,121
9/3/2013,36963,62806,77997,1015,null,157
9/4/2013,42085,73701,78388,1263,null,176
9/5/2013,40817,70544,78726,1354,null,185
9/6/2013,40930,72124,79010,1556,null,155
9/7/2013,38950,80081,79273,3600,null,200
9/8/2013,37536,76326,79649,3025,null,182
9/9/2013,40539,70713,80049,1060,null,203
9/10/2013,42038,71114,80350,986,null,182
9/11/2013,40533,67437,80645,1046,null,147
9/12/2013,35065,56447,80910,756,null,126
9/13/2013,41200,70849,81164,1375,null,145
9/14/2013,35363,69181,81370,3035,null,153
9/15/2013,35843,72550,81650,3010,null,167
9/16/2013,35106,56195,81970,781,null,149
9/17/2013,43117,70847,82207,971,null,170
9/18/2013,42936,71356,82480,1078,null,152
9/19/2013,43920,73658,82735,1209,null,154
9/20/2013,43895,75094,82959,1631,null,156
9/21/2013,35348,70321,83161,3096,null,132
9/22/2013,33105,64757,83412,2479,null,136
9/23/2013,38963,64157,83689,1006,null,171
9/24/2013,42954,70403,83922,1158,null,153
9/25/2013,42639,70500,84130,966,null,133
9/26/2013,42247,68645,84305,973,null,117
9/27/2013,41368,68978,84519,1321,null,137
9/28/2013,38939,78400,84712,3452,null,126
9/29/2013,36040,70652,84913,2718,null,161
9/30/2013,41079,67168,85236,1023,null,140
10/1/2013,44772,73665,85494,1004,null,null
10/2/2013,45667,76148,85773,1129,null,null
10/3/2013,44472,72635,86333,1076,null,null
10/4/2013,44089,74223,87112,1434,null,null
10/5/2013,37683,73892,87862,2971,null,null
10/6/2013,29029,49887,88604,1368,null,null
10/7/2013,27504,40324,89189,421,null,null
10/8/2013,42200,69115,89521,896,null,null
10/9/2013,40607,62214,89769,714,null,null
10/10/2013,34107,49732,89951,482,null,null
10/11/2013,36381,56497,90121,798,null,null
10/12/2013,35480,69841,90301,2855,null,null
10/13/2013,31501,59555,90522,2208,null,null
10/14/2013,36186,60261,90770,1291,null,null
10/15/2013,41459,66625,90977,934,null,null
10/16/2013,40644,64115,91171,789,null,null
10/17/2013,40363,63927,91343,815,null,null
10/18/2013,41775,69165,91551,1267,null,null
10/19/2013,32469,59523,91659,2146,null,null
10/20/2013,32016,60670,91815,2114,null,null
10/21/2013,38348,62216,92029,849,null,null
10/22/2013,39741,60423,92213,636,null,null
10/23/2013,35358,50320,92324,355,null,null
10/24/2013,35238,50610,92410,444,null,null
10/25/2013,33711,50108,92505,592,null,null
10/26/2013,26653,45373,92598,1387,null,null
10/27/2013,25980,44415,92698,1362,null,null
10/28/2013,34298,52644,92844,530,null,null
10/29/2013,36280,53764,92944,450,null,null
10/30/2013,37817,54941,93035,453,null,null
10/31/2013,33991,51283,93137,464,null,null
11/1/2013,33193,52034,93221,848,null,null
11/2/2013,33688,64833,93320,2434,null,null
11/3/2013,22414,34854,93424,831,null,null
11/4/2013,29474,42802,93495,429,null,null
11/5/2013,34179,49677,93598,471,null,null
11/6/2013,37785,58124,93706,627,null,null
11/7/2013,27849,38519,93804,221,null,null
11/8/2013,31032,45872,93859,456,null,null
11/9/2013,23522,39115,93918,1121,null,null
11/10/2013,21270,33487,93969,952,null,null
11/11/2013,29544,43019,94061,438,null,null
11/12/2013,21505,27480,94127,111,null,null
11/13/2013,25504,33933,94189,157,null,null
11/14/2013,29194,40663,94250,274,null,null
11/15/2013,31526,47207,94305,601,null,null
11/16/2013,27208,48100,94361,1696,null,null
11/17/2013,19397,29366,94425,652,null,null
11/18/2013,33718,52401,94533,515,null,null
11/19/2013,29633,40023,94593,198,null,null
11/20/2013,28286,37925,94652,252,null,null
11/21/2013,31089,43428,94697,289,null,null
11/22/2013,27503,38760,94739,352,null,null
11/23/2013,20396,31639,94768,858,null,null
11/24/2013,10069,12248,94808,137,null,null
11/25/2013,20649,26562,94843,118,null,null
11/26/2013,16206,20283,94873,89,null,null
11/27/2013,8615,10329,94897,49,null,null
11/28/2013,5668,8377,94912,211,null,null
11/29/2013,10967,15407,94928,351,null,null
11/30/2013,10605,15508,94955,401,null,null
12/1/2013,14322,21122,94997,456,null,null
12/2/2013,26522,37727,95071,240,null,null
12/3/2013,29766,42165,95140,252,null,null
12/4/2013,30472,43921,95197,252,null,null
12/5/2013,29222,41989,95250,311,null,null
12/6/2013,11626,14675,95296,62,null,null
12/7/2013,16868,24381,95334,456,null,null
12/8/2013,10892,14170,95354,180,null,null
12/9/2013,16192,20537,95401,58,null,null
12/10/2013,13947,17766,95418,39,null,null
12/11/2013,20369,25839,95444,93,null,null
12/12/2013,18552,23242,95479,69,null,null
12/13/2013,19381,25662,95507,161,null,null
12/14/2013,3983,5072,95516,39,null,null
12/15/2013,8127,10192,95535,76,null,null
12/16/2013,16842,21353,95568,67,null,null
12/17/2013,8552,11008,95596,15,null,null
12/18/2013,16246,21251,95628,89,null,null
12/19/2013,20309,26955,95662,157,null,null
12/20/2013,23849,33510,95687,365,null,null
12/21/2013,19362,32360,95723,962,null,null
12/22/2013,16338,26291,95765,741,null,null
12/23/2013,7516,9406,95793,70,null,null
12/24/2013,11971,15563,95823,175,null,null
12/25/2013,3523,5458,95869,184,null,null
12/26/2013,10570,13556,95920,134,null,null
12/27/2013,12649,17629,95969,279,null,null
12/28/2013,12867,21988,96005,821,null,null
12/29/2013,4070,4986,96032,104,null,null
12/30/2013,14222,19982,96084,336,null,null
12/31/2013,11349,14855,96125,237,null,null
1/1/2014,6559,9254,95971,268,null,10
1/2/2014,9334,11736,96000,66,null,3
1/3/2014,1288,1855,96042,1,null,1
1/4/2014,2494,3706,96065,14,null,1
1/5/2014,2937,3720,96084,17,null,4
1/6/2014,10481,13015,96102,30,null,7
1/7/2014,7144,8201,96124,5,null,4
1/8/2014,10162,11768,96152,28,null,4
1/9/2014,14571,18401,96171,74,null,10
1/10/2014,10685,13433,96189,49,null,5
1/11/2014,8333,10735,96225,101,null,16
1/12/2014,13549,19140,96247,350,null,22
1/13/2014,22377,30830,96276,224,null,31
1/14/2014,10849,13271,96348,45,null,4
1/15/2014,23500,32303,96391,241,null,30
1/16/2014,21528,28807,96453,208,null,37
1/17/2014,21840,30773,96509,282,null,34
1/18/2014,10222,14595,96576,176,null,15
1/19/2014,9768,13591,96616,194,null,13
1/20/2014,14581,20103,96654,133,null,11
1/21/2014,4171,5429,96701,5,null,1
1/22/2014,2762,4061,96733,4,null,3
1/23/2014,5743,8336,96741,9,null,1
1/24/2014,6901,9375,96757,15,null,6
1/25/2014,4716,6005,96770,34,null,0
1/26/2014,5462,6691,96784,37,null,6
1/27/2014,14304,18127,96804,55,null,18
1/28/2014,11066,13722,96830,18,null,7
1/29/2014,10838,13394,96852,21,null,6
1/30/2014,13198,16914,96885,42,null,7
1/31/2014,15886,21541,96912,130,null,10
2/1/2014,13797,20707,96935,349,null,29
2/2/2014,15009,22915,96958,449,null,10
2/3/2014,2839,3635,96998,4,null,2
2/4/2014,9551,12708,97025,37,null,2
2/5/2014,3076,4603,97046,8,null,1
2/6/2014,8227,12641,97061,25,null,9
2/7/2014,9473,14206,97082,36,null,5
2/8/2014,6640,9563,97094,71,null,1
2/9/2014,5527,7805,97109,47,null,6
2/10/2014,7643,10867,97128,16,null,3
2/11/2014,9258,12570,97154,22,null,4
2/12/2014,9531,12691,97174,24,null,3
2/13/2014,978,1725,97184,3,null,1
2/14/2014,4029,6586,97191,16,null,8
2/15/2014,2512,3834,97205,23,null,2
2/16/2014,3362,5063,97221,34,null,2
2/17/2014,5433,8226,97233,40,null,10
2/18/2014,5727,8392,97243,19,null,2
2/19/2014,9485,14087,97262,45,null,6
2/20/2014,12971,18707,97280,103,null,11
2/21/2014,9545,12423,97307,59,null,8
2/22/2014,14261,25945,97341,730,null,31
2/23/2014,14567,25298,97379,666,null,35
2/24/2014,14119,19238,97435,79,null,10
2/25/2014,14003,17699,97511,50,null,14
2/26/2014,12168,15039,97556,35,null,7
2/27/2014,13138,16042,97584,54,null,10
2/28/2014,10483,13017,97612,46,null,12
3/1/2014,9944,14365,97650,255,null,11
3/2/2014,9017,12288,97687,196,null,12
3/3/2014,8618,12020,97727,44,null,3
3/4/2014,11494,14473,97768,36,null,11
3/5/2014,14934,19147,97807,90,null,13
3/6/2014,13758,17120,97869,50,null,7
3/7/2014,14736,19809,97907,108,null,10
3/8/2014,18119,34814,97970,1211,null,46
3/9/2014,13300,20467,98052,496,null,32
3/10/2014,18844,25777,98146,206,null,30
3/11/2014,26436,41688,98261,574,null,66
3/12/2014,16273,21803,98448,153,null,21
3/13/2014,12164,15663,98572,55,null,7
3/14/2014,17745,23539,98639,209,null,14
3/15/2014,19664,35301,98716,1316,null,54
3/16/2014,10740,16055,98827,274,null,31
3/17/2014,13681,17722,98904,106,null,19
3/18/2014,18046,24985,98995,181,null,30
3/19/2014,14387,19079,99082,87,null,19
3/20/2014,21299,31017,99160,292,null,36
3/21/2014,22266,33189,99280,386,null,26
3/22/2014,21671,42207,99429,1525,null,55
3/23/2014,12846,19105,99563,451,null,19
3/24/2014,14729,18838,99678,105,null,20
3/25/2014,17388,22135,99762,108,null,19
3/26/2014,15538,19368,99841,91,null,16
3/27/2014,18166,25303,99913,164,null,17
3/28/2014,20025,29858,99991,255,null,29
3/29/2014,4870,6546,100072,142,null,0
3/30/2014,8645,13365,100127,209,null,15
3/31/2014,18686,26780,100220,276,null,47
4/1/2014,26163,40978,100337,475,null,67
4/2/2014,24299,35540,100511,237,null,33
4/3/2014,28379,44649,100629,596,null,63
4/4/2014,13593,17645,100800,103,null,10
4/5/2014,20333,36797,100892,1221,null,42
4/6/2014,22643,45575,101019,1641,null,62
4/7/2014,15869,21901,101184,159,null,36
4/8/2014,23636,34850,101315,369,null,44
4/9/2014,29194,45619,101441,447,null,57
4/10/2014,29722,46022,101642,525,null,65
4/11/2014,29283,49270,101814,632,null,83
4/12/2014,29773,63649,101954,2710,null,89
4/13/2014,29521,65746,102129,2411,null,109
4/14/2014,31732,57307,102357,993,null,114
4/15/2014,11370,14638,102623,73,null,19
4/16/2014,21713,31428,102751,279,null,50
4/17/2014,24190,36642,102883,470,null,53
4/18/2014,22409,33845,102996,628,null,60
4/19/2014,26541,59462,103094,2666,null,99
4/20/2014,20122,40814,103212,1639,null,84
4/21/2014,29618,50570,103366,839,null,105
4/22/2014,29580,45813,103642,560,null,58
4/23/2014,29341,44265,103811,358,null,68
4/24/2014,30515,48330,103984,646,null,95
4/25/2014,30299,49915,104144,767,null,56
4/26/2014,21785,42759,104270,1720,null,57
4/27/2014,24093,46189,104388,1616,null,84
4/28/2014,31279,51168,104544,744,null,94
4/29/2014,20003,26840,104720,160,null,24
4/30/2014,3093,3572,104840,15,null,0
5/1/2014,29448,51319,104903,780,null,94
5/2/2014,35590,60514,105041,1192,null,144
5/3/2014,28254,61950,105233,2440,null,150
5/4/2014,23450,43925,105385,1479,null,77
5/5/2014,33706,58904,105544,842,null,127
5/6/2014,35977,62455,105763,836,null,100
5/7/2014,36210,58617,105960,799,null,91
5/8/2014,19518,28900,106155,303,null,20
5/9/2014,24990,37118,106260,537,null,59
5/10/2014,24179,44945,106371,1617,null,74
5/11/2014,31551,71587,106504,2768,null,145
5/12/2014,35209,61464,106665,935,null,124
5/13/2014,36281,59204,106911,737,null,125
5/14/2014,33087,52064,107115,586,null,75
5/15/2014,28847,45347,107279,566,null,76
5/16/2014,19561,27664,107408,218,null,22
5/17/2014,33141,71372,107522,2968,null,141
5/18/2014,30026,61976,107652,2476,null,124
5/19/2014,34763,56667,107806,914,null,124
5/20/2014,38928,66578,108032,1145,null,141
5/21/2014,37493,61069,108226,897,null,115
5/22/2014,26753,39650,108372,470,null,40
5/23/2014,26895,42128,108493,793,null,84
5/24/2014,18503,35805,108601,1532,null,105
5/25/2014,28266,68798,108710,3535,null,144
5/26/2014,29819,70712,108825,3095,null,143
5/27/2014,36165,63451,108994,1196,null,162
5/28/2014,32666,49670,109247,533,null,79
5/29/2014,37184,60222,109411,930,null,108
5/30/2014,37875,65240,109555,1191,null,118
5/31/2014,30659,61976,109722,2305,null,129
6/1/2014,34597,75594,109861,2912,null,168
6/2/2014,38143,68186,110073,1099,null,150
6/3/2014,32504,52767,110350,702,null,119
6/4/2014,39747,66953,110588,950,null,135
6/5/2014,27165,44714,110758,692,null,81
6/6/2014,41291,72887,110904,1668,null,128
6/7/2014,34417,74549,111068,2888,null,165
6/8/2014,33432,73196,111184,2704,null,117
6/9/2014,20545,32252,111346,394,null,43
6/10/2014,36959,59916,111473,783,null,117
6/11/2014,33809,55193,111640,691,null,105
6/12/2014,32186,49272,111761,644,null,78
6/13/2014,20236,31146,111895,565,null,40
6/14/2014,31432,63830,112001,2442,null,129
6/15/2014,31029,65140,112107,2397,null,136
6/16/2014,38568,66964,112249,1080,null,153
6/17/2014,38963,66789,112449,978,null,124
6/18/2014,38984,64305,112622,905,null,139
6/19/2014,35327,58660,112783,812,null,92
6/20/2014,38827,78661,112896,1439,null,117
6/21/2014,33325,69714,113060,2951,null,149
6/22/2014,32300,65036,113154,2532,null,107
6/23/2014,36342,61529,113289,1024,null,167
6/24/2014,39886,66604,113482,939,null,136
6/25/2014,38035,60763,113655,868,null,137
6/26/2014,38610,63768,113784,1051,null,109
6/27/2014,39697,70902,113905,1573,null,147
6/28/2014,31684,65075,114020,2679,null,125
6/29/2014,30784,64706,114142,2450,null,125
6/30/2014,36854,61917,114260,1044,null,120
7/1/2014,37970,61170,114434,955,null,120
7/2/2014,28765,44192,114560,688,null,92
7/3/2014,30078,48573,114720,819,null,88
7/4/2014,14850,27905,114844,1196,null,77
7/5/2014,25116,55725,114892,2566,null,127
7/6/2014,26615,65358,114978,2392,null,111
7/7/2014,35075,59834,115092,905,null,160
7/8/2014,35734,57828,115287,740,null,120
7/9/2014,37588,60912,115446,879,null,127
7/10/2014,39779,66239,115605,1052,null,115
7/11/2014,38416,65516,115711,1339,null,93
7/12/2014,31413,63664,115810,2697,null,115
7/13/2014,27089,50105,115914,1713,null,91
7/14/2014,28173,43222,116026,637,null,93
7/15/2014,24993,37092,116142,410,null,58
7/16/2014,38610,63616,116245,959,null,116
7/17/2014,41996,70061,116361,1114,null,110
7/18/2014,39526,69416,116472,1502,null,148
7/19/2014,31943,64395,116551,2796,null,130
7/20/2014,33156,68542,116669,2767,null,146
7/21/2014,38963,64824,116812,1162,null,129
7/22/2014,40450,67081,116969,992,null,127
7/23/2014,37508,59956,117090,816,null,126
7/24/2014,40419,67584,117229,1064,null,109
7/25/2014,39768,68652,117340,1457,null,105
7/26/2014,29882,59645,117427,2428,null,92
7/27/2014,29669,58193,117530,2108,null,115
7/28/2014,36360,59567,117703,877,null,150
7/29/2014,41198,68064,117930,1089,null,128
7/30/2014,41207,68127,118075,1116,null,99
7/31/2014,39282,65414,118204,1065,null,113
8/1/2014,35829,59202,118314,1192,null,93
8/2/2014,30013,59202,118408,2540,null,127
8/3/2014,27854,55867,118555,2146,null,96
8/4/2014,37408,63737,118704,1097,null,165
8/5/2014,38168,63957,118830,1059,null,119
8/6/2014,39942,66342,118938,1067,null,144
8/7/2014,39933,67398,119047,1083,null,129
